RDD ID;Name;Callsite;Parent IDs;Storage Level;Barrier;Number of Partitions;Number of Cached Partitions;Memory Size;Disk Size;Scope;Stage ID
56;dbfs:/FileStore/graph_5M.txt;textFile at NativeMethodAccessorImpl.java:0;[];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;"{""id"":""94"",""name"":""textFile""}";48
56;dbfs:/FileStore/graph_5M.txt;textFile at NativeMethodAccessorImpl.java:0;[];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;"{""id"":""94"",""name"":""textFile""}";49
57;dbfs:/FileStore/graph_5M.txt;textFile at NativeMethodAccessorImpl.java:0;[56];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;"{""id"":""94"",""name"":""textFile""}";48
57;dbfs:/FileStore/graph_5M.txt;textFile at NativeMethodAccessorImpl.java:0;[56];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;"{""id"":""94"",""name"":""textFile""}";49
58;PythonRDD;collect at <command-193306450925007>:29;[57];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;;48
59;PythonRDD;groupByKey at <command-193306450925007>:30;[57];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;;49
60;PairwiseRDD;groupByKey at <command-193306450925007>:30;[59];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;;49
61;ShuffledRDD;partitionBy at NativeMethodAccessorImpl.java:0;[60];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;"{""id"":""101"",""name"":""partitionBy""}";54
61;ShuffledRDD;partitionBy at NativeMethodAccessorImpl.java:0;[60];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;"{""id"":""101"",""name"":""partitionBy""}";50
61;ShuffledRDD;partitionBy at NativeMethodAccessorImpl.java:0;[60];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;"{""id"":""101"",""name"":""partitionBy""}";52
62;MapPartitionsRDD;mapPartitions at PythonRDD.scala:183;[61];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;"{""id"":""102"",""name"":""mapPartitions""}";52
62;MapPartitionsRDD;mapPartitions at PythonRDD.scala:183;[61];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;"{""id"":""102"",""name"":""mapPartitions""}";50
62;MapPartitionsRDD;mapPartitions at PythonRDD.scala:183;[61];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;"{""id"":""102"",""name"":""mapPartitions""}";54
63;PythonRDD;collect at <command-193306450925007>:31;[62];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;;50
64;PythonRDD;collect at <command-193306450925007>:33;[62];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;;52
65;PythonRDD;groupByKey at <command-193306450925007>:37;[62];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;;54
66;PairwiseRDD;groupByKey at <command-193306450925007>:37;[65];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;;54
67;ShuffledRDD;partitionBy at NativeMethodAccessorImpl.java:0;[66];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;"{""id"":""113"",""name"":""partitionBy""}";61
67;ShuffledRDD;partitionBy at NativeMethodAccessorImpl.java:0;[66];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;"{""id"":""113"",""name"":""partitionBy""}";55
67;ShuffledRDD;partitionBy at NativeMethodAccessorImpl.java:0;[66];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;"{""id"":""113"",""name"":""partitionBy""}";58
68;MapPartitionsRDD;mapPartitions at PythonRDD.scala:183;[67];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;"{""id"":""114"",""name"":""mapPartitions""}";61
68;MapPartitionsRDD;mapPartitions at PythonRDD.scala:183;[67];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;"{""id"":""114"",""name"":""mapPartitions""}";55
68;MapPartitionsRDD;mapPartitions at PythonRDD.scala:183;[67];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;"{""id"":""114"",""name"":""mapPartitions""}";58
69;PythonRDD;collect at <command-193306450925007>:40;[68];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;;55
70;PythonRDD;collect at <command-193306450925007>:29;[68];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;;58
71;PythonRDD;groupByKey at <command-193306450925007>:30;[68];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;;61
72;PairwiseRDD;groupByKey at <command-193306450925007>:30;[71];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;;61
73;ShuffledRDD;partitionBy at NativeMethodAccessorImpl.java:0;[72];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;"{""id"":""125"",""name"":""partitionBy""}";70
73;ShuffledRDD;partitionBy at NativeMethodAccessorImpl.java:0;[72];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;"{""id"":""125"",""name"":""partitionBy""}";66
73;ShuffledRDD;partitionBy at NativeMethodAccessorImpl.java:0;[72];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;"{""id"":""125"",""name"":""partitionBy""}";62
74;MapPartitionsRDD;mapPartitions at PythonRDD.scala:183;[73];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;"{""id"":""126"",""name"":""mapPartitions""}";62
74;MapPartitionsRDD;mapPartitions at PythonRDD.scala:183;[73];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;"{""id"":""126"",""name"":""mapPartitions""}";66
74;MapPartitionsRDD;mapPartitions at PythonRDD.scala:183;[73];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;"{""id"":""126"",""name"":""mapPartitions""}";70
75;PythonRDD;collect at <command-193306450925007>:31;[74];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;;62
76;PythonRDD;collect at <command-193306450925007>:33;[74];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;;66
77;PythonRDD;groupByKey at <command-193306450925007>:37;[74];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;;70
