Accumulable ID;Task ID;Name;Update;Value;Internal;Count Failed Values
1652.0;110;internal.metrics.executorDeserializeTime;7.0;9.0;True;True
1652.0;111;internal.metrics.executorDeserializeTime;2.0;2.0;True;True
1653.0;110;internal.metrics.executorDeserializeCpuTime;2954071.0;5440736.0;True;True
1653.0;111;internal.metrics.executorDeserializeCpuTime;2486665.0;2486665.0;True;True
1654.0;110;internal.metrics.executorRunTime;12047.0;23876.0;True;True
1654.0;111;internal.metrics.executorRunTime;11829.0;11829.0;True;True
1655.0;110;internal.metrics.executorCpuTime;110542263.0;232158969.0;True;True
1655.0;111;internal.metrics.executorCpuTime;121616706.0;121616706.0;True;True
1656.0;110;internal.metrics.resultSize;1913.0;3826.0;True;True
1656.0;111;internal.metrics.resultSize;1913.0;1913.0;True;True
1659.0;110;internal.metrics.memoryBytesSpilled;0.0;0.0;True;True
1659.0;111;internal.metrics.memoryBytesSpilled;0.0;0.0;True;True
1660.0;110;internal.metrics.diskBytesSpilled;0.0;0.0;True;True
1660.0;111;internal.metrics.diskBytesSpilled;0.0;0.0;True;True
1672.0;110;internal.metrics.shuffle.write.bytesWritten;8561153.0;17123035.0;True;True
1672.0;111;internal.metrics.shuffle.write.bytesWritten;8561882.0;8561882.0;True;True
1673.0;110;internal.metrics.shuffle.write.recordsWritten;46.0;92.0;True;True
1673.0;111;internal.metrics.shuffle.write.recordsWritten;46.0;46.0;True;True
1674.0;110;internal.metrics.shuffle.write.writeTime;33202078.0;75888774.0;True;True
1674.0;111;internal.metrics.shuffle.write.writeTime;42686696.0;42686696.0;True;True
1676.0;110;internal.metrics.input.recordsRead;788628.0;1577337.0;True;True
1676.0;111;internal.metrics.input.recordsRead;788709.0;788709.0;True;True
1682.0;112;internal.metrics.executorDeserializeTime;7.0;9.0;True;True
1682.0;113;internal.metrics.executorDeserializeTime;2.0;2.0;True;True
1683.0;112;internal.metrics.executorDeserializeCpuTime;1333742.0;3534929.0;True;True
1683.0;113;internal.metrics.executorDeserializeCpuTime;2201187.0;2201187.0;True;True
1684.0;112;internal.metrics.executorRunTime;32627.0;65199.0;True;True
1684.0;113;internal.metrics.executorRunTime;32572.0;32572.0;True;True
1685.0;112;internal.metrics.executorCpuTime;208148648.0;414663578.0;True;True
1685.0;113;internal.metrics.executorCpuTime;206514930.0;206514930.0;True;True
1686.0;112;internal.metrics.resultSize;2185.0;4370.0;True;True
1686.0;113;internal.metrics.resultSize;2185.0;2185.0;True;True
1689.0;112;internal.metrics.memoryBytesSpilled;0.0;0.0;True;True
1689.0;113;internal.metrics.memoryBytesSpilled;0.0;0.0;True;True
1690.0;112;internal.metrics.diskBytesSpilled;0.0;0.0;True;True
1690.0;113;internal.metrics.diskBytesSpilled;0.0;0.0;True;True
1695.0;112;internal.metrics.shuffle.read.remoteBlocksFetched;0.0;0.0;True;True
1695.0;113;internal.metrics.shuffle.read.remoteBlocksFetched;0.0;0.0;True;True
1696.0;112;internal.metrics.shuffle.read.localBlocksFetched;2.0;4.0;True;True
1696.0;113;internal.metrics.shuffle.read.localBlocksFetched;2.0;2.0;True;True
1697.0;112;internal.metrics.shuffle.read.remoteBytesRead;0.0;0.0;True;True
1697.0;113;internal.metrics.shuffle.read.remoteBytesRead;0.0;0.0;True;True
1698.0;112;internal.metrics.shuffle.read.remoteBytesReadToDisk;0.0;0.0;True;True
1698.0;113;internal.metrics.shuffle.read.remoteBytesReadToDisk;0.0;0.0;True;True
1699.0;112;internal.metrics.shuffle.read.localBytesRead;8561378.0;17123035.0;True;True
1699.0;113;internal.metrics.shuffle.read.localBytesRead;8561657.0;8561657.0;True;True
1700.0;112;internal.metrics.shuffle.read.fetchWaitTime;0.0;0.0;True;True
1700.0;113;internal.metrics.shuffle.read.fetchWaitTime;0.0;0.0;True;True
1701.0;112;internal.metrics.shuffle.read.recordsRead;46.0;92.0;True;True
1701.0;113;internal.metrics.shuffle.read.recordsRead;46.0;46.0;True;True
1702.0;112;internal.metrics.shuffle.write.bytesWritten;9974011.0;19949215.0;True;True
1702.0;113;internal.metrics.shuffle.write.bytesWritten;9975204.0;9975204.0;True;True
1703.0;112;internal.metrics.shuffle.write.recordsWritten;2886.0;5772.0;True;True
1703.0;113;internal.metrics.shuffle.write.recordsWritten;2886.0;2886.0;True;True
1704.0;112;internal.metrics.shuffle.write.writeTime;59674292.0;121188347.0;True;True
1704.0;113;internal.metrics.shuffle.write.writeTime;61514055.0;61514055.0;True;True
1712.0;114;internal.metrics.executorDeserializeTime;3.0;6.0;True;True
1712.0;115;internal.metrics.executorDeserializeTime;3.0;3.0;True;True
1713.0;114;internal.metrics.executorDeserializeCpuTime;1601673.0;3938347.0;True;True
1713.0;115;internal.metrics.executorDeserializeCpuTime;2336674.0;2336674.0;True;True
1714.0;114;internal.metrics.executorRunTime;13098.0;25865.0;True;True
1714.0;115;internal.metrics.executorRunTime;12767.0;12767.0;True;True
1715.0;114;internal.metrics.executorCpuTime;26346149.0;52448006.0;True;True
1715.0;115;internal.metrics.executorCpuTime;26101857.0;26101857.0;True;True
1716.0;114;internal.metrics.resultSize;14240407.0;28472542.0;True;True
1716.0;115;internal.metrics.resultSize;14232135.0;14232135.0;True;True
1718.0;114;internal.metrics.resultSerializationTime;12.0;29.0;True;True
1718.0;115;internal.metrics.resultSerializationTime;17.0;17.0;True;True
1719.0;114;internal.metrics.memoryBytesSpilled;0.0;0.0;True;True
1719.0;115;internal.metrics.memoryBytesSpilled;0.0;0.0;True;True
1720.0;114;internal.metrics.diskBytesSpilled;0.0;0.0;True;True
