filename,edge_per_node,loop_counter,command,end_of_command,accum
../../data/graph_10M_3.txt,3,0,start,2021-03-17 11:26:31.455596,0
../../data/graph_10M_3.txt,3,1,it_map,2021-03-17 11:26:35.832293,0
../../data/graph_10M_3.txt,3,1,it_groupby,2021-03-17 11:26:42.934140,0
../../data/graph_10M_3.txt,3,1,it_reduce,2021-03-17 11:26:46.999711,1148884
../../data/graph_10M_3.txt,3,1,ded_map,2021-03-17 11:26:51.591231,2297768
../../data/graph_10M_3.txt,3,1,ded_groupby,2021-03-17 11:27:11.810472,3446652
../../data/graph_10M_3.txt,3,1,ded_reduce,2021-03-17 11:27:16.780779,3446652
../../data/graph_10M_3.txt,3,2,it_map,2021-03-17 11:27:23.612226,0
../../data/graph_10M_3.txt,3,2,it_groupby,2021-03-17 11:27:34.534124,0
../../data/graph_10M_3.txt,3,2,it_reduce,2021-03-17 11:27:38.947621,2228814
../../data/graph_10M_3.txt,3,2,ded_map,2021-03-17 11:27:45.201891,4457628
../../data/graph_10M_3.txt,3,2,ded_groupby,2021-03-17 11:28:14.037727,6686442
../../data/graph_10M_3.txt,3,2,ded_reduce,2021-03-17 11:28:21.056719,6686442
../../data/graph_10M_3.txt,3,3,it_map,2021-03-17 11:28:29.621694,0
../../data/graph_10M_3.txt,3,3,it_groupby,2021-03-17 11:28:43.214475,0
../../data/graph_10M_3.txt,3,3,it_reduce,2021-03-17 11:28:49.255705,4377275
../../data/graph_10M_3.txt,3,3,ded_map,2021-03-17 11:28:57.646665,8754550
../../data/graph_10M_3.txt,3,3,ded_groupby,2021-03-17 11:31:13.298089,13131825
../../data/graph_10M_3.txt,3,3,ded_reduce,2021-03-17 11:32:16.590726,13131825
../../data/graph_10M_3.txt,3,4,it_map,2021-03-17 11:33:23.006158,0
../../data/graph_10M_3.txt,3,4,it_groupby,2021-03-17 11:34:38.508969,0
../../data/graph_10M_3.txt,3,4,it_reduce,2021-03-17 11:34:46.082134,7880118
../../data/graph_10M_3.txt,3,4,ded_map,2021-03-17 11:34:58.945525,15760236
../../data/graph_10M_3.txt,3,4,ded_groupby,2021-03-17 11:35:24.319200,23640354
../../data/graph_10M_3.txt,3,4,ded_reduce,2021-03-17 11:35:28.569056,23640354
../../data/graph_10M_3.txt,3,5,it_map,2021-03-17 11:35:33.392428,0
../../data/graph_10M_3.txt,3,5,it_groupby,2021-03-17 11:35:41.542267,0
../../data/graph_10M_3.txt,3,5,it_reduce,2021-03-17 11:35:45.178703,1749877
../../data/graph_10M_3.txt,3,5,ded_map,2021-03-17 11:35:50.026127,3499754
../../data/graph_10M_3.txt,3,5,ded_groupby,2021-03-17 11:35:59.165874,5249631
../../data/graph_10M_3.txt,3,5,ded_reduce,2021-03-17 11:36:00.568608,5249631
../../data/graph_10M_3.txt,3,6,it_map,2021-03-17 11:36:02.205530,0
../../data/graph_10M_3.txt,3,6,it_groupby,2021-03-17 11:36:05.764648,0
../../data/graph_10M_3.txt,3,6,it_reduce,2021-03-17 11:36:08.053556,1980
../../data/graph_10M_3.txt,3,6,ded_map,2021-03-17 11:36:10.532690,3960
