filename,edge_per_node,loop_counter,command,end_of_command,accum
../../data/graph_10M_3.txt,3,6,ded_groupby,2021-03-17 11:36:15.759206,5940
../../data/graph_10M_3.txt,3,6,ded_reduce,2021-03-17 11:36:16.661095,5940
../../data/graph_10M_3.txt,3,7,it_map,2021-03-17 11:36:17.796768,0
../../data/graph_10M_3.txt,3,7,it_groupby,2021-03-17 11:36:20.685332,0
../../data/graph_10M_3.txt,3,7,it_reduce,2021-03-17 11:36:22.954779,0
../../data/graph_10M_3.txt,3,7,ded_map,2021-03-17 11:36:25.394237,0
../../data/graph_10M_3.txt,3,7,ded_groupby,2021-03-17 11:36:30.674035,0
../../data/graph_10M_3.txt,3,7,ded_reduce,2021-03-17 11:36:31.517805,0
../../data/graph_10M_7.txt,7,0,start,2021-03-17 11:36:35.436334,0
../../data/graph_10M_7.txt,7,1,it_map,2021-03-17 11:36:38.339533,0
../../data/graph_10M_7.txt,7,1,it_groupby,2021-03-17 11:36:43.317325,0
../../data/graph_10M_7.txt,7,1,it_reduce,2021-03-17 11:36:45.771210,1493771
../../data/graph_10M_7.txt,7,1,ded_map,2021-03-17 11:36:49.585836,2987542
../../data/graph_10M_7.txt,7,1,ded_groupby,2021-03-17 11:37:07.383967,4481313
../../data/graph_10M_7.txt,7,1,ded_reduce,2021-03-17 11:37:12.015683,4481313
../../data/graph_10M_7.txt,7,2,it_map,2021-03-17 11:37:17.845483,0
../../data/graph_10M_7.txt,7,2,it_groupby,2021-03-17 11:37:27.079584,0
../../data/graph_10M_7.txt,7,2,it_reduce,2021-03-17 11:37:30.365337,2974640
../../data/graph_10M_7.txt,7,2,ded_map,2021-03-17 11:37:35.401601,5949280
../../data/graph_10M_7.txt,7,2,ded_groupby,2021-03-17 11:39:22.386682,8923920
../../data/graph_10M_7.txt,7,2,ded_reduce,2021-03-17 11:40:08.139931,8923920
../../data/graph_10M_7.txt,7,3,it_map,2021-03-17 11:40:56.244834,0
../../data/graph_10M_7.txt,7,3,it_groupby,2021-03-17 11:41:50.040692,0
../../data/graph_10M_7.txt,7,3,it_reduce,2021-03-17 11:41:54.828154,5754443
../../data/graph_10M_7.txt,7,3,ded_map,2021-03-17 11:42:03.554943,11508886
../../data/graph_10M_7.txt,7,3,ded_groupby,2021-03-17 11:42:26.272156,17263329
../../data/graph_10M_7.txt,7,3,ded_reduce,2021-03-17 11:42:30.553356,17263329
../../data/graph_10M_7.txt,7,4,it_map,2021-03-17 11:42:35.642126,0
../../data/graph_10M_7.txt,7,4,it_groupby,2021-03-17 11:42:43.337343,0
../../data/graph_10M_7.txt,7,4,it_reduce,2021-03-17 11:42:45.720502,2291098
../../data/graph_10M_7.txt,7,4,ded_map,2021-03-17 11:42:50.306105,4582196
../../data/graph_10M_7.txt,7,4,ded_groupby,2021-03-17 11:42:55.858582,6873294
../../data/graph_10M_7.txt,7,4,ded_reduce,2021-03-17 11:42:56.593600,6873294
../../data/graph_10M_7.txt,7,5,it_map,2021-03-17 11:42:57.403632,0
../../data/graph_10M_7.txt,7,5,it_groupby,2021-03-17 11:42:58.992496,0
../../data/graph_10M_7.txt,7,5,it_reduce,2021-03-17 11:43:00.002001,6840
../../data/graph_10M_7.txt,7,5,ded_map,2021-03-17 11:43:01.104932,13680
../../data/graph_10M_7.txt,7,5,ded_groupby,2021-03-17 11:43:03.294622,20520
../../data/graph_10M_7.txt,7,5,ded_reduce,2021-03-17 11:43:03.674415,20520
../../data/graph_10M_7.txt,7,6,it_map,2021-03-17 11:43:04.141776,0
../../data/graph_10M_7.txt,7,6,it_groupby,2021-03-17 11:43:05.438451,0
../../data/graph_10M_7.txt,7,6,it_reduce,2021-03-17 11:43:06.465743,0
../../data/graph_10M_7.txt,7,6,ded_map,2021-03-17 11:43:07.618767,0
../../data/graph_10M_7.txt,7,6,ded_groupby,2021-03-17 11:43:09.746738,0
../../data/graph_10M_7.txt,7,6,ded_reduce,2021-03-17 11:43:10.114535,0
../../data/graph_10M_11.txt,11,0,start,2021-03-17 11:43:13.808297,0
../../data/graph_10M_11.txt,11,1,it_map,2021-03-17 11:43:16.733777,0
../../data/graph_10M_11.txt,11,1,it_groupby,2021-03-17 11:43:20.895219,0
../../data/graph_10M_11.txt,11,1,it_reduce,2021-03-17 11:43:22.980032,1632377
../../data/graph_10M_11.txt,11,1,ded_map,2021-03-17 11:43:25.915949,3264754
../../data/graph_10M_11.txt,11,1,ded_groupby,2021-03-17 11:43:43.732309,4897131
../../data/graph_10M_11.txt,11,1,ded_reduce,2021-03-17 11:43:48.384719,4897131
../../data/graph_10M_11.txt,11,2,it_map,2021-03-17 11:43:54.369801,0
../../data/graph_10M_11.txt,11,2,it_groupby,2021-03-17 11:44:03.050848,0
../../data/graph_10M_11.txt,11,2,it_reduce,2021-03-17 11:44:05.681561,3252750
../../data/graph_10M_11.txt,11,2,ded_map,2021-03-17 11:44:10.681670,6505500
../../data/graph_10M_11.txt,11,2,ded_groupby,2021-03-17 11:45:25.592938,9758250
../../data/graph_10M_11.txt,11,2,ded_reduce,2021-03-17 11:45:36.175053,9758250
../../data/graph_10M_11.txt,11,3,it_map,2021-03-17 11:45:49.228759,0
../../data/graph_10M_11.txt,11,3,it_groupby,2021-03-17 11:46:04.161807,0
../../data/graph_10M_11.txt,11,3,it_reduce,2021-03-17 11:46:07.601913,5421620
../../data/graph_10M_11.txt,11,3,ded_map,2021-03-17 11:46:14.482027,10843240
../../data/graph_10M_11.txt,11,3,ded_groupby,2021-03-17 11:46:24.647675,16264860
../../data/graph_10M_11.txt,11,3,ded_reduce,2021-03-17 11:46:26.100049,16264860
../../data/graph_10M_11.txt,11,4,it_map,2021-03-17 11:46:27.708981,0
../../data/graph_10M_11.txt,11,4,it_groupby,2021-03-17 11:46:30.033867,0
../../data/graph_10M_11.txt,11,4,it_reduce,2021-03-17 11:46:31.039210,397050
../../data/graph_10M_11.txt,11,4,ded_map,2021-03-17 11:46:32.292018,794100
../../data/graph_10M_11.txt,11,4,ded_groupby,2021-03-17 11:46:34.687367,1191150
../../data/graph_10M_11.txt,11,4,ded_reduce,2021-03-17 11:46:35.060297,1191150
../../data/graph_10M_11.txt,11,5,it_map,2021-03-17 11:46:35.494859,0
../../data/graph_10M_11.txt,11,5,it_groupby,2021-03-17 11:46:36.413931,0
../../data/graph_10M_11.txt,11,5,it_reduce,2021-03-17 11:46:37.115542,0
../../data/graph_10M_11.txt,11,5,ded_map,2021-03-17 11:46:37.850863,0
../../data/graph_10M_11.txt,11,5,ded_groupby,2021-03-17 11:46:39.293869,0
../../data/graph_10M_11.txt,11,5,ded_reduce,2021-03-17 11:46:39.559594,0
