filename,algo_type,loop_counter,command,end_of_command,accum,len_list
dbfs:/FileStore/graph_10M_7.txt,distinct,3,it_reduce,2021-03-24 15:35:40.666380,5746202,5868798
dbfs:/FileStore/graph_10M_7.txt,distinct,3,ded_reduce,2021-03-24 15:36:10.952440,11492404,1268458
dbfs:/FileStore/graph_10M_7.txt,distinct,4,it_map,2021-03-24 15:36:15.950626,0,2536916
dbfs:/FileStore/graph_10M_7.txt,distinct,4,it_groupby,2021-03-24 15:36:25.227929,0,122600
dbfs:/FileStore/graph_10M_7.txt,distinct,4,it_reduce,2021-03-24 15:36:29.887193,2293676,2416275
dbfs:/FileStore/graph_10M_7.txt,distinct,4,ded_reduce,2021-03-24 15:36:39.145379,4587352,124868
dbfs:/FileStore/graph_10M_7.txt,distinct,5,it_map,2021-03-24 15:36:40.238058,0,249736
dbfs:/FileStore/graph_10M_7.txt,distinct,5,it_groupby,2021-03-24 15:36:42.529456,0,122600
dbfs:/FileStore/graph_10M_7.txt,distinct,5,it_reduce,2021-03-24 15:36:44.547321,4538,127137
dbfs:/FileStore/graph_10M_7.txt,distinct,5,ded_reduce,2021-03-24 15:36:48.407859,9076,122599
dbfs:/FileStore/graph_10M_7.txt,distinct,6,it_map,2021-03-24 15:36:48.929969,0,245198
dbfs:/FileStore/graph_10M_7.txt,distinct,6,it_groupby,2021-03-24 15:36:50.695550,0,122600
dbfs:/FileStore/graph_10M_7.txt,distinct,6,it_reduce,2021-03-24 15:36:53.008448,0,122599
dbfs:/FileStore/graph_10M_7.txt,distinct,6,ded_reduce,2021-03-24 15:36:56.415846,0,122599
dbfs:/FileStore/graph_10M_7.txt,min,0,start,2021-03-24 15:36:56.452601,0,0
dbfs:/FileStore/graph_10M_7.txt,min,1,it_map,2021-03-24 15:37:02.296941,0,1720642
dbfs:/FileStore/graph_10M_7.txt,min,1,it_groupby,2021-03-24 15:37:12.577907,0,122600
dbfs:/FileStore/graph_10M_7.txt,min,1,it_reduce,2021-03-24 15:37:16.949565,1493206,1607078
dbfs:/FileStore/graph_10M_7.txt,min,1,ded_map,2021-03-24 15:37:23.713881,2986412,1607078
dbfs:/FileStore/graph_10M_7.txt,min,1,ded_groupby,2021-03-24 15:38:00.336874,4479618,1606238
dbfs:/FileStore/graph_10M_7.txt,min,1,ded_reduce,2021-03-24 15:38:10.607219,4479618,1606238
dbfs:/FileStore/graph_10M_7.txt,min,2,it_map,2021-03-24 15:38:22.625564,0,3212476
dbfs:/FileStore/graph_10M_7.txt,min,2,it_groupby,2021-03-24 15:38:40.316546,0,122600
dbfs:/FileStore/graph_10M_7.txt,min,2,it_reduce,2021-03-24 15:38:46.052656,2970679,3092663
dbfs:/FileStore/graph_10M_7.txt,min,2,ded_map,2021-03-24 15:38:55.997264,5941358,3092663
dbfs:/FileStore/graph_10M_7.txt,min,2,ded_groupby,2021-03-24 15:40:03.057157,8912037,2945187
dbfs:/FileStore/graph_10M_7.txt,min,2,ded_reduce,2021-03-24 15:40:22.554126,8912037,2945187
dbfs:/FileStore/graph_10M_7.txt,min,3,it_map,2021-03-24 15:40:45.598132,0,5890374
dbfs:/FileStore/graph_10M_7.txt,min,3,it_groupby,2021-03-24 15:41:22.751472,0,122600
dbfs:/FileStore/graph_10M_7.txt,min,3,it_reduce,2021-03-24 15:41:31.459534,5746202,5868798
dbfs:/FileStore/graph_10M_7.txt,min,3,ded_map,2021-03-24 15:41:48.855863,11492404,5868798
dbfs:/FileStore/graph_10M_7.txt,min,3,ded_groupby,2021-03-24 15:42:40.601960,17238606,1268458
dbfs:/FileStore/graph_10M_7.txt,min,3,ded_reduce,2021-03-24 15:42:50.478272,17238606,1268458
dbfs:/FileStore/graph_10M_7.txt,min,4,it_map,2021-03-24 15:43:01.629688,0,2536916
dbfs:/FileStore/graph_10M_7.txt,min,4,it_groupby,2021-03-24 15:43:17.360090,0,122600
dbfs:/FileStore/graph_10M_7.txt,min,4,it_reduce,2021-03-24 15:43:21.962288,2293676,2416275
dbfs:/FileStore/graph_10M_7.txt,min,4,ded_map,2021-03-24 15:43:30.201701,4587352,2416275
dbfs:/FileStore/graph_10M_7.txt,min,4,ded_groupby,2021-03-24 15:43:42.674758,6881028,124868
dbfs:/FileStore/graph_10M_7.txt,min,4,ded_reduce,2021-03-24 15:43:44.193467,6881028,124868
dbfs:/FileStore/graph_10M_7.txt,min,5,it_map,2021-03-24 15:43:45.756249,0,249736
dbfs:/FileStore/graph_10M_7.txt,min,5,it_groupby,2021-03-24 15:43:48.920947,0,122600
dbfs:/FileStore/graph_10M_7.txt,min,5,it_reduce,2021-03-24 15:43:50.857620,4538,127137
dbfs:/FileStore/graph_10M_7.txt,min,5,ded_map,2021-03-24 15:43:53.213162,9076,127137
dbfs:/FileStore/graph_10M_7.txt,min,5,ded_groupby,2021-03-24 15:43:57.718972,13614,122599
dbfs:/FileStore/graph_10M_7.txt,min,5,ded_reduce,2021-03-24 15:43:58.667190,13614,122599
dbfs:/FileStore/graph_10M_7.txt,min,6,it_map,2021-03-24 15:43:59.615786,0,245198
dbfs:/FileStore/graph_10M_7.txt,min,6,it_groupby,2021-03-24 15:44:02.229611,0,122600
dbfs:/FileStore/graph_10M_7.txt,min,6,it_reduce,2021-03-24 15:44:04.228415,0,122599
dbfs:/FileStore/graph_10M_7.txt,min,6,ded_map,2021-03-24 15:44:06.506414,0,122599
dbfs:/FileStore/graph_10M_7.txt,min,6,ded_groupby,2021-03-24 15:44:10.925613,0,122599
dbfs:/FileStore/graph_10M_7.txt,min,6,ded_reduce,2021-03-24 15:44:11.823236,0,122599
dbfs:/FileStore/graph_10M_11.txt,distinct,0,start,2021-03-24 15:44:14.023953,0,0
dbfs:/FileStore/graph_10M_11.txt,distinct,1,it_map,2021-03-24 15:44:20.248122,0,1788274
dbfs:/FileStore/graph_10M_11.txt,distinct,1,it_groupby,2021-03-24 15:44:30.106238,0,81283
dbfs:/FileStore/graph_10M_11.txt,distinct,1,it_reduce,2021-03-24 15:44:33.773120,1632643,1710215
dbfs:/FileStore/graph_10M_11.txt,distinct,1,ded_reduce,2021-03-24 15:44:55.190580,3265286,1707308
dbfs:/FileStore/graph_10M_11.txt,distinct,2,it_map,2021-03-24 15:45:02.744379,0,3414616
dbfs:/FileStore/graph_10M_11.txt,distinct,2,it_groupby,2021-03-24 15:45:14.843912,0,81283
dbfs:/FileStore/graph_10M_11.txt,distinct,2,it_reduce,2021-03-24 15:45:20.045661,3251069,3332182
dbfs:/FileStore/graph_10M_11.txt,distinct,2,ded_reduce,2021-03-24 15:45:55.740223,6502138,2750189
dbfs:/FileStore/graph_10M_11.txt,distinct,3,it_map,2021-03-24 15:46:05.509797,0,5500378
dbfs:/FileStore/graph_10M_11.txt,distinct,3,it_groupby,2021-03-24 15:46:21.261985,0,81283
dbfs:/FileStore/graph_10M_11.txt,distinct,3,it_reduce,2021-03-24 15:46:28.090186,5402843,5484125
dbfs:/FileStore/graph_10M_11.txt,distinct,3,ded_reduce,2021-03-24 15:46:44.081263,10805686,230268
dbfs:/FileStore/graph_10M_11.txt,distinct,4,it_map,2021-03-24 15:46:45.190524,0,460536
dbfs:/FileStore/graph_10M_11.txt,distinct,4,it_groupby,2021-03-24 15:46:47.944532,0,81283
dbfs:/FileStore/graph_10M_11.txt,distinct,4,it_reduce,2021-03-24 15:46:50.380488,297972,379254
dbfs:/FileStore/graph_10M_11.txt,distinct,4,ded_reduce,2021-03-24 15:46:53.666299,595944,81282
