RDD ID;Name;Callsite;Parent IDs;Storage Level;Barrier;Number of Partitions;Number of Cached Partitions;Memory Size;Disk Size;Scope;Stage ID
11;dbfs:/FileStore/graph_15M.txt;textFile at NativeMethodAccessorImpl.java:0;[];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;"{""id"":""8"",""name"":""textFile""}";3
12;dbfs:/FileStore/graph_15M.txt;textFile at NativeMethodAccessorImpl.java:0;[11];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;"{""id"":""8"",""name"":""textFile""}";3
13;PythonRDD;groupByKey at <command-1341553813220844>:112;[12];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;;3
14;PairwiseRDD;groupByKey at <command-1341553813220844>:112;[13];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;;3
15;ShuffledRDD;partitionBy at NativeMethodAccessorImpl.java:0;[14];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;"{""id"":""11"",""name"":""partitionBy""}";4
16;MapPartitionsRDD;mapPartitions at PythonRDD.scala:183;[15];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;"{""id"":""12"",""name"":""mapPartitions""}";4
17;PythonRDD;groupByKey at <command-1341553813220844>:117;[16];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;;4
18;PairwiseRDD;groupByKey at <command-1341553813220844>:117;[17];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;;4
19;ShuffledRDD;partitionBy at NativeMethodAccessorImpl.java:0;[18];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;"{""id"":""13"",""name"":""partitionBy""}";8
19;ShuffledRDD;partitionBy at NativeMethodAccessorImpl.java:0;[18];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;"{""id"":""13"",""name"":""partitionBy""}";5
20;MapPartitionsRDD;mapPartitions at PythonRDD.scala:183;[19];{'Use Disk': False, 'Use Memory': False, 'Deserialized': False, 'Replication': 1};False;2;0;0;0;"{""id"":""14"",""name"":""mapPartitions""}";8
